00LU               20121204                                                                                   
0601LUB6+       20130101003975100000005000 0600083200002092   
0601LUB6+       20130101003980100000005000 0600083350002093   
0601LUB6+       20130101003985100000005000 0600083490002094   
0601LUB6+       20130101003990100000005000 0600083660002095   
0601LUB6+       20130101003995100000005000 0600083800002096   
0601LUB6+       20130101004000100002000000 0600000000002287   
0601LUB6+       20130101006000100002000000 0600000000002505   
0601LUB6+       20130101008000100002000000 0600000000002625   
0601LUB7+       20130101000000100000120000 0700000040000033   
0601LUB7+       20130101000120100000005000 0700000040000033   
0601LUB7+       20130101000125100000005000 0700000040000031   
0601LUB7+       20130101000130100000005000 0700000040000030   
0601LUB7+       20130101000135100000005000 0700000040000029   
0601LUB7+       20130101000140100000005000 0700000040000028   
0601LUB7+       20130101000145100000005000 0700000040000027   
0601LUB7+       20130101000150100000005000 0700000040000026   
0601LUB7+       20130101000155100000005000 0700000040000025   
0601LUB7+       20130101000160100000005000 0700000040000025   
0601LUB7+       20130101000165100000005000 0700000040000024   
0601LUB7+       20130101000170100000005000 0700000040000023   
0601LUB7+       20130101000175100000005000 0700000040000023   
0601LUB7+       20130101000180100000005000 0700000040000022   
0601LUB7+       20130101000185100000005000 0700000040000021   
0601LUB7+       20130101000190100000005000 0700000040000021   
0601LUB7+       20130101000195100000005000 0700000040000020   
0601LUB7+       20130101000200100000005000 0700000040000020   
0601LUB7+       20130101000205100000005000 0700000040000019   
0601LUB7+       20130101000210100000005000 0700000040000019   
0601LUB7+       20130101000215100000005000 0700000040000018   
0601LUB7+       20130101000220100000005000 0700000040000018   
0601LUB7+       20130101000225100000005000 0700000040000018   
0601LUB7+       20130101000230100000005000 0700000040000017   
0601LUB7+       20130101000235100000005000 0700000040000017   
0601LUB7+       20130101000240100000005000 0700000040000016   
0601LUB7+       20130101000245100000005000 0700000040000016   
0601LUB7+       20130101000250100000005000 0700000040000016   
0601LUB7+       20130101000255100000005000 0700000040000016   
0601LUB7+       20130101000260100000005000 0700000040000015   
0601LUB7+       20130101000265100000005000 0700000040000015   
0601LUB7+       20130101000270100000005000 0700000040000015   
0601LUB7+       20130101000275100000005000 0700000040000014   
0601LUB7+       20130101000280100000005000 0700000040000014   
0601LUB7+       20130101000285100000005000 0700000040000014   
0601LUB7+       20130101000290100000005000 0700000040000014   
0601LUB7+       20130101000295100000005000 0700000040000013   
0601LUB7+       20130101000300100000005000 0700000040000013   
0601LUB7+       20130101000305100000005000 0700000040000013   
0601LUB7+       20130101000310100000005000 0700000040000013   
0601LUB7+       20130101000315100000005000 0700000040000013   
0601LUB7+       20130101000320100000005000 0700000040000012   
0601LUB7+       20130101000325100000005000 0700000040000012   
0601LUB7+       20130101000330100000005000 0700000040000012   
0601LUB7+       20130101000335100000005000 0700000040000012   
0601LUB7+       20130101000340100000005000 0700000040000012   
0601LUB7+       20130101000345100000005000 0700000040000012   
0601LUB7+       20130101000350100000005000 0700000040000011   
0601LUB7+       20130101000355100000005000 0700000040000011   
0601LUB7+       20130101000360100000005000 0700000040000011   
0601LUB7+       20130101000365100000005000 0700000040000011   
0601LUB7+       20130101000370100000005000 0700000040000011   
0601LUB7+       20130101000375100000005000 0700000040000011   
0601LUB7+       20130101000380100000005000 0700000040000010   
0601LUB7+       20130101000385100000005000 0700000040000010   
0601LUB7+       20130101000390100000005000 0700000040000010   
0601LUB7+       20130101000395100000005000 0700000040000010   
0601LUB7+       20130101000400100000005000 0700000040000010   
0601LUB7+       20130101000405100000005000 0700000040000010   
0601LUB7+       20130101000410100000005000 0700000040000010   
0601LUB7+       20130101000415100000005000 0700000040000010   
0601LUB7+       20130101000420100000005000 0700000040000009   
0601LUB7+       20130101000425100000005000 0700000040000009   
0601LUB7+       20130101000430100000005000 0700000040000009   
0601LUB7+       20130101000435100000005000 0700000040000009   
0601LUB7+       20130101000440100000005000 0700000040000009   
0601LUB7+       20130101000445100000005000 0700000040000009   
0601LUB7+       20130101000450100000005000 0700000040000009   
0601LUB7+       20130101000455100000005000 0700000040000009   
0601LUB7+       20130101000460100000005000 0700000040000009   
0601LUB7+       20130101000465100000005000 0700000040000009   
0601LUB7+       20130101000470100000005000 0700000040000008   
0601LUB7+       20130101000475100000005000 0700000040000008   
0601LUB7+       20130101000480100000005000 0700000040000008   
0601LUB7+       20130101000485100000005000 0700000040000008   
0601LUB7+       20130101000490100000005000 0700000040000008   
0601LUB7+       20130101000495100000005000 0700000040000008   
0601LUB7+       20130101000500100000005000 0700000040000008   
0601LUB7+       20130101000505100000005000 0700000040000008   
0601LUB7+       20130101000510100000005000 0700000040000008   
0601LUB7+       20130101000515100000005000 0700000040000008   
0601LUB7+       20130101000520100000005000 0700000040000008   
0601LUB7+       20130101000525100000005000 0700000040000008   
0601LUB7+       20130101000530100000005000 0700000040000008   
0601LUB7+       20130101000535100000005000 0700000040000007   
0601LUB7+       20130101000540100000005000 0700000040000007   
0601LUB7+       20130101000545100000005000 0700000040000007   
0601LUB7+       20130101000550100000005000 0700000040000007   
0601LUB7+       20130101000555100000005000 0700000040000007   
0601LUB7+       20130101000560100000005000 0700000040000007   
0601LUB7+       20130101000565100000005000 0700000040000007   
0601LUB7+       20130101000570100000005000 0700000040000007   
0601LUB7+       20130101000575100000005000 0700000040000007   
0601LUB7+       20130101000580100000005000 0700000040000007   
0601LUB7+       20130101000585100000005000 0700000040000007   
0601LUB7+       20130101000590100000005000 0700000040000007   
0601LUB7+       20130101000595100000005000 0700000040000007   
0601LUB7+       20130101000600100000005000 0700000040000007   
0601LUB7+       20130101000605100000005000 0700000040000007   
0601LUB7+       20130101000610100000005000 0700000040000007   
0601LUB7+       20130101000615100000005000 0700000040000006   
0601LUB7+       20130101000620100000005000 0700000040000006   
0601LUB7+       20130101000625100000005000 0700000040000006   
0601LUB7+       20130101000630100000005000 0700000040000006   
0601LUB7+       20130101000635100000005000 0700000040000006   
0601LUB7+       20130101000640100000005000 0700000040000006   
0601LUB7+       20130101000645100000005000 0700000040000006   
0601LUB7+       20130101000650100000005000 0700000040000006   
0601LUB7+       20130101000655100000005000 0700000040000006   
0601LUB7+       20130101000660100000005000 0700000040000006   
0601LUB7+       20130101000665100000005000 0700000040000006   
0601LUB7+       20130101000670100000005000 0700000040000006   
0601LUB7+       20130101000675100000005000 0700000040000006   
0601LUB7+       20130101000680100000005000 0700000040000006   
0601LUB7+       20130101000685100000005000 0700000040000006   
0601LUB7+       20130101000690100000005000 0700000040000006   
0601LUB7+       20130101000695100000005000 0700000040000006   
0601LUB7+       20130101000700100000005000 0700000040000006   
0601LUB7+       20130101000705100000005000 0700000040000006   
0601LUB7+       20130101000710100000005000 0700000040000006   
0601LUB7+       20130101000715100000005000 0700000040000006   
0601LUB7+       20130101000720100000005000 0700000040000006   
0601LUB7+       20130101000725100000005000 0700000040000005   
0601LUB7+       20130101000730100000005000 0700000040000005   
0601LUB7+       20130101000735100000005000 0700000040000005   
0601LUB7+       20130101000740100000005000 0700000040000005   
0601LUB7+       20130101000745100000005000 0700000040000005   
0601LUB7+       20130101000750100000005000 0700000040000005   
0601LUB7+       20130101000755100000005000 0700000040000005   
0601LUB7+       20130101000760100000005000 0700000040000005   
0601LUB7+       20130101000765100000005000 0700000040000005   
0601LUB7+       20130101000770100000005000 0700000040000005   
0601LUB7+       20130101000775100000005000 0700000040000005   
0601LUB7+       20130101000780100000005000 0700000040000005   
0601LUB7+       20130101000785100000005000 0700000040000005   
0601LUB7+       20130101000790100000005000 0700000050000006   
0601LUB7+       20130101000795100000005000 0700000060000008   
0601LUB7+       20130101000800100000005000 0700000060000007   
0601LUB7+       20130101000805100000005000 0700000070000009   
0601LUB7+       20130101000810100000005000 0700000080000010   
0601LUB7+       20130101000815100000005000 0700000080000010   
0601LUB7+       20130101000820100000005000 0700000090000011   
0601LUB7+       20130101000825100000005000 0700000100000012   
0601LUB7+       20130101000830100000005000 0700000120000014   
0601LUB7+       20130101000835100000005000 0700000140000017   
0601LUB7+       20130101000840100000005000 0700000180000021   
0601LUB7+       20130101000845100000005000 0700000210000025   
0601LUB7+       20130101000850100000005000 0700000260000030   
0601LUB7+       20130101000855100000005000 0700000300000035   
0601LUB7+       20130101000860100000005000 0700000350000041   
0601LUB7+       20130101000865100000005000 0700000390000045   
0601LUB7+       20130101000870100000005000 0700000440000050   
0601LUB7+       20130101000875100000005000 0700000500000057   
0601LUB7+       20130101000880100000005000 0700000550000062   
0601LUB7+       20130101000885100000005000 0700000600000068   
0601LUB7+       20130101000890100000005000 0700000660000074   
0601LUB7+       20130101000895100000005000 0700000710000079   
0601LUB7+       20130101000900100000005000 0700000760000084   
0601LUB7+       20130101000905100000005000 0700000820000090   
